country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Slovenia,SI,SVN,2080908,0,0,2/4/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,597,11,8/19/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,425,0,9/6/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,1326,36,9/30/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,1/11/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2/28/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,241,8,5/17/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,942,14,7/30/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,6,0,3/17/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,10/10/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,2/2/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,1/14/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,900,36,6/3/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2,2,4/8/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,151,0,3/13/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,276,0,8/24/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,4,0,3/7/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,320,0,10/7/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,12788,241,10/9/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,3307,352,5/15/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,3748,364,4/27/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5488,119,9/13/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,165,14,5/26/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,155,2,8/19/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,61,0,10/13/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,431,7,10/4/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,197,1,7/15/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2355,13,10/22/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,551,13,6/20/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2/21/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,168,5,6/2/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1478,219,4/3/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,68,5,4/14/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2,0,3/11/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,1/28/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,70,5,9/22/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,109,0,7/28/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,229,1,7/26/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,1/6/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,189,6,9/11/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,231,3,9/20/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1235,144,4/18/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,7/2/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,5/3/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2/29/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,3/21/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1018,110,4/27/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,9337,73,10/20/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2/5/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,8/19/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,202,1,9/5/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,10/7/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2/12/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,9/5/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,3/1/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,1,0,3/7/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1174,1,3/17/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,6,0,3/11/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,6,0,4/22/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,7,1,7/19/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,10/22/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,9406,80,9/12/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,11,0,5/20/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,3,0,9/15/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,139,5,6/16/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,5,0,7/1/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,12,0,5/30/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,8/2/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,0,6/10/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,82,17,4/19/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2,3/30/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,34,0,8/16/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,46,10,5/6/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,14,0,8/3/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,48,1,4/2/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,10,0,5/30/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2/1/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,847,453,4/29/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,82,3,3/30/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,3/6/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,8/24/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,6/16/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,38,0,8/29/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,37,4,4/4/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,16981,67,10/19/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,758,86,4/24/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,61,5,8/6/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2/13/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1,0,2/13/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,285,14,5/28/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,9/27/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,196,15,5/21/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,1/31/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,9,0,7/24/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2/11/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,754,61,5/13/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,623,111,4/17/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,62,7,4/30/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,3/14/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2/9/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,1/13/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1357,2,7/22/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,9/14/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,1/29/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,114,3,5/7/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,119,5,9/2/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2/23/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,146,2,9/24/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,178,4,9/6/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,797,3,9/5/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,3/3/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,1/3/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,0,5/29/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,182,2,10/8/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,401,5,10/6/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1795,4,9/25/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,5/28/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,328,3,9/14/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2/1/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,4,0,8/24/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,8,0,4/19/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,81,1,4/25/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,151,0,3/15/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,56,0,6/27/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,8,0,8/2/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,0,7/25/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,19,0,6/12/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,96,0,3/13/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,51,14,5/20/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,8/7/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2,0,7/23/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,8/19/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,10/5/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,16,0,5/24/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,0,9/6/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,103,2,8/11/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,10,0,5/6/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,414,5,8/26/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,4/20/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,814,5,10/12/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,1/26/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2,0,8/28/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,81,6,4/10/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,6,0,7/18/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,1/12/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,18129,76,10/9/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,5/31/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,6/26/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3838,186,3/24/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,1/30/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,1/4/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1786,23,9/25/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,478,10,6/18/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,73,6,4/28/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,7/1/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,1,0,7/15/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,7/30/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2,1,4/30/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2,0,6/12/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,3/15/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,0,4/27/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,3,0,4/29/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,658,2,5/29/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,228,0,10/9/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,234,19,5/13/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,325,10,4/14/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,903,13,8/22/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,1/13/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,14,0,5/10/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,230,18,6/3/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,550,1,10/2/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,2/22/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,1/2/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,294,1,8/23/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,5863,129,9/16/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1527,154,5/31/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,9/21/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2958,82,10/8/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,246,11,6/23/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2/12/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,3/15/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,1/4/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6615,130,7/13/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,9/9/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,19382,34,8/24/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,1/5/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,822,29,6/16/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2/29/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,9,0,3/16/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,289,4,10/17/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,3,0,3/17/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,241,1,8/13/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,148,1,8/27/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,239,0,8/23/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,47,0,9/27/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,1/13/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,306,7,4/1/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,116,0,8/21/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,140,94,5/4/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,36,4,8/4/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,1,0,5/20/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,458,5,6/25/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,119,3,8/3/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,260,0,10/6/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2/1/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,135,2,7/2/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,6/10/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,11,4,6/14/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,495,0,9/7/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,1,0,4/9/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,1/6/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2/28/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,1/31/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,82,0,6/20/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,0,4/8/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,1,0,6/22/2020,"Epidemic intelligence, national daily data"
